YM;FUNC_ID;COUNTRY_CD;LOCAL_AMT
2017-01-25;6;1000;7305
2017-01-26;6;1000;8892
2017-01-27;6;1000;1691
2017-01-28;6;1000;3351
2017-01-29;6;1000;9738
2017-01-30;6;1000;1550
2017-01-01;7;1000;9860
2017-01-02;7;1000;4999
2017-01-03;7;1000;1650
2017-01-04;7;1000;9359
2017-01-05;7;1000;9814
2017-01-06;7;1000;9363
2017-01-07;7;1000;9151
2017-01-08;7;1000;9453
2017-01-09;7;1000;2941
2017-01-10;7;1000;7136
2017-01-11;7;1000;6611
2017-01-12;7;1000;1683
2017-01-13;7;1000;8921
2017-01-14;7;1000;6343
2017-01-15;7;1000;2568
2017-01-16;7;1000;9391
2017-01-17;7;1000;1034
2017-01-18;7;1000;8284
2017-01-19;7;1000;6559
2017-01-20;7;1000;4316
2017-01-21;7;1000;1346
2017-01-22;7;1000;2699
2017-01-23;7;1000;5842
2017-01-24;7;1000;4963
2017-01-25;7;1000;6759
2017-01-26;7;1000;8523
2017-01-27;7;1000;9604
2017-01-28;7;1000;7177
2017-01-29;7;1000;5886
2017-01-30;7;1000;4009
2017-01-01;8;1000;2580
2017-01-02;8;1000;7735
2017-01-03;8;1000;2296
2017-01-04;8;1000;7579
2017-01-05;8;1000;2005
2017-01-06;8;1000;8029
2017-01-07;8;1000;7670
2017-01-08;8;1000;8953
2017-01-09;8;1000;1949
2017-01-10;8;1000;6180
2017-01-11;8;1000;4903
2017-01-12;8;1000;3622
2017-01-13;8;1000;9528
2017-01-14;8;1000;9892
2017-01-15;8;1000;4874
2017-01-16;8;1000;6113
2017-01-17;8;1000;8663
2017-01-18;8;1000;4613
2017-01-19;8;1000;9807
2017-01-20;8;1000;2301
2017-01-21;8;1000;2690
2017-01-22;8;1000;6766
2017-01-23;8;1000;5203
2017-01-24;8;1000;7977
2017-01-25;8;1000;5486
2017-01-26;8;1000;9472
2017-01-27;8;1000;1621
2017-01-28;8;1000;9619
2017-01-29;8;1000;2313
2017-01-30;8;1000;2426
2017-01-01;9;1000;3451
2017-01-02;9;1000;3036
2017-01-03;9;1000;2442
2017-01-04;9;1000;6337
2017-01-05;9;1000;2323
2017-01-06;9;1000;2512
2017-01-07;9;1000;7619
2017-01-08;9;1000;1533
2017-01-09;9;1000;2301
2017-01-10;9;1000;5662
2017-01-11;9;1000;2390
2017-01-12;9;1000;1993
2017-01-13;9;1000;4091
2017-01-14;9;1000;6449
2017-01-15;9;1000;3379
2017-01-16;9;1000;1918
2017-01-17;9;1000;7614
2017-01-18;9;1000;3311
2017-01-19;9;1000;7920
2017-01-20;9;1000;7199
2017-01-21;9;1000;9636
2017-01-22;9;1000;5804
2017-01-23;9;1000;5123
2017-01-24;9;1000;2359
2017-01-25;9;1000;4503
2017-01-26;9;1000;5195
2017-01-27;9;1000;3979
2017-01-28;9;1000;2784
2017-01-29;9;1000;3391
2017-01-30;9;1000;6466
2017-01-01;10;1000;7217
2017-01-02;10;1000;4236
2017-01-03;10;1000;6662
2017-01-04;10;1000;2732
2017-01-05;10;1000;4905
2017-01-06;10;1000;8441
2017-01-07;10;1000;7792
2017-01-08;10;1000;6204
2017-01-09;10;1000;5172
2017-01-10;10;1000;9336
2017-01-11;10;1000;5484
2017-01-12;10;1000;1194
2017-01-13;10;1000;5093
2017-01-14;10;1000;5476
2017-01-15;10;1000;6261
2017-01-16;10;1000;4050
2017-01-17;10;1000;3866
2017-01-18;10;1000;6810
2017-01-19;10;1000;8075
2017-01-20;10;1000;4232
2017-01-21;10;1000;8332
2017-01-22;10;1000;1602
2017-01-23;10;1000;9730
2017-01-24;10;1000;5947
2017-01-25;10;1000;5831
2017-01-26;10;1000;5085
2017-01-27;10;1000;6608
2017-01-28;10;1000;6353
2017-01-29;10;1000;2046
2017-01-30;10;1000;8575
2017-01-01;11;1000;7969
2017-01-02;11;1000;1637
2017-01-03;11;1000;4674
2017-01-04;11;1000;9652
2017-01-05;11;1000;1705
2017-01-06;11;1000;6062
2017-01-07;11;1000;6322
2017-01-08;11;1000;7404
2017-01-09;11;1000;5888
2017-01-10;11;1000;3543
2017-01-11;11;1000;4521
2017-01-12;11;1000;9673
2017-01-13;11;1000;9761
2017-01-14;11;1000;3524
2017-01-15;11;1000;3720
2017-01-16;11;1000;9666
2017-01-17;11;1000;6964
2017-01-18;11;1000;9093
2017-01-19;11;1000;4025
2017-01-20;11;1000;6115
2017-01-21;11;1000;3061
2017-01-22;11;1000;1150
2017-01-23;11;1000;6062
2017-01-24;11;1000;1056
2017-01-25;11;1000;3500
2017-01-26;11;1000;8260
2017-01-27;11;1000;3191
2017-01-28;11;1000;8768
2017-01-29;11;1000;4079
2017-01-30;11;1000;4134
2017-01-01;12;1000;9357
2017-01-02;12;1000;5281
2017-01-03;12;1000;2163
2017-01-04;12;1000;1749
2017-01-05;12;1000;4133
2017-01-06;12;1000;7927
2017-01-07;12;1000;3715
2017-01-08;12;1000;4091
2017-01-09;12;1000;2626
2017-01-10;12;1000;3598
2017-01-11;12;1000;8489
2017-01-12;12;1000;4386
2017-01-13;12;1000;3118
2017-01-14;12;1000;5740
2017-01-15;12;1000;4902
2017-01-16;12;1000;7658
2017-01-17;12;1000;8381
2017-01-18;12;1000;8741
2017-01-19;12;1000;6199
2017-01-20;12;1000;6799
2017-01-21;12;1000;2842
2017-01-22;12;1000;6055
2017-01-23;12;1000;6077
2017-01-24;12;1000;1603
2017-01-25;12;1000;4536
2017-01-26;12;1000;7638
2017-01-27;12;1000;2053
2017-01-28;12;1000;5591
2017-01-29;12;1000;3007
2017-01-30;12;1000;9475
2017-01-01;13;1000;3687
2017-01-02;13;1000;8502
2017-01-03;13;1000;5715
2017-01-04;13;1000;7940
2017-01-05;13;1000;6075
2017-01-06;13;1000;9032
2017-01-07;13;1000;6958
2017-01-08;13;1000;5008
2017-01-09;13;1000;1124
2017-01-10;13;1000;6175
2017-01-11;13;1000;8642
2017-01-12;13;1000;6809
2017-01-13;13;1000;4189
2017-01-14;13;1000;1192
2017-01-15;13;1000;4984
2017-01-16;13;1000;5091
2017-01-17;13;1000;1711
2017-01-18;13;1000;7343
2017-01-19;13;1000;2877
2017-01-20;13;1000;4029
2017-01-21;13;1000;1186
2017-01-22;13;1000;9121
2017-01-23;13;1000;7270
2017-01-24;13;1000;1327
2017-01-25;13;1000;8313
2017-01-26;13;1000;9023
2017-01-27;13;1000;3970
2017-01-28;13;1000;8828
2017-01-29;13;1000;2293
2017-01-30;13;1000;7192
2017-01-01;14;1000;1552
2017-01-02;14;1000;8254
2017-01-03;14;1000;7904
2017-01-04;14;1000;8129
2017-01-05;14;1000;8501
2017-01-06;14;1000;2307
2017-01-07;14;1000;8907
2017-01-08;14;1000;2570
2017-01-09;14;1000;9934
2017-01-10;14;1000;2887
2017-01-11;14;1000;1038
2017-01-12;14;1000;2183
2017-01-13;14;1000;7263
2017-01-14;14;1000;5053
2017-01-15;14;1000;2028
2017-01-16;14;1000;4621
2017-01-17;14;1000;6639
2017-01-18;14;1000;9665
2017-01-19;14;1000;4565
2017-01-20;14;1000;7627
2017-01-21;14;1000;7854
2017-01-22;14;1000;5999
2017-01-23;14;1000;3403
2017-01-24;14;1000;7231
2017-01-25;14;1000;4892
2017-01-26;14;1000;8323
2017-01-27;14;1000;6780
2017-01-28;14;1000;9439
2017-01-29;14;1000;9472
2017-01-30;14;1000;3034
2017-01-01;15;1000;9650
2017-01-02;15;1000;7581
2017-01-03;15;1000;2981
2017-01-04;15;1000;1605
2017-01-05;15;1000;4488
2017-01-06;15;1000;8211
2017-01-07;15;1000;7240
2017-01-08;15;1000;5342
2017-01-09;15;1000;9261
2017-01-10;15;1000;6559
2017-01-11;15;1000;2963
2017-01-12;15;1000;1794
2017-01-13;15;1000;3682
2017-01-14;15;1000;8199
2017-01-15;15;1000;1938
2017-01-16;15;1000;2755
2017-01-17;15;1000;7693
2017-01-18;15;1000;7367
2017-01-19;15;1000;3122
2017-01-20;15;1000;9375
2017-01-21;15;1000;7728
2017-01-22;15;1000;7398
2017-01-23;15;1000;1399
2017-01-24;15;1000;8414
2017-01-25;15;1000;9629
2017-01-26;15;1000;7238
2017-01-27;15;1000;9186
2017-01-28;15;1000;1981
2017-01-29;15;1000;2046
2017-01-30;15;1000;9026
2017-01-01;16;1000;9657
2017-01-02;16;1000;2613
2017-01-03;16;1000;3830
2017-01-04;16;1000;3634
2017-01-05;16;1000;4041
2017-01-06;16;1000;1565
2017-01-07;16;1000;8351
2017-01-08;16;1000;7905
2017-01-09;16;1000;4031
2017-01-10;16;1000;2314
2017-01-11;16;1000;7161
2017-01-12;16;1000;2620
2017-01-13;16;1000;2743
2017-01-14;16;1000;7158
2017-01-15;16;1000;1135
2017-01-16;16;1000;1583
2017-01-17;16;1000;6294
2017-01-18;16;1000;2731
2017-01-19;16;1000;8694
2017-01-20;16;1000;3511
2017-01-21;16;1000;9542
2017-01-22;16;1000;4679
2017-01-23;16;1000;7317
2017-01-24;16;1000;5428
2017-01-25;16;1000;1771
2017-01-26;16;1000;3442
2017-01-27;16;1000;8629
2017-01-28;16;1000;1612
2017-01-29;16;1000;3234
2017-01-30;16;1000;8084
2017-01-01;17;1000;4193
2017-01-02;17;1000;6187
2017-01-03;17;1000;6767
2017-01-04;17;1000;2787
2017-01-05;17;1000;6863
2017-01-06;17;1000;5410
2017-01-07;17;1000;4908
2017-01-08;17;1000;4477
2017-01-09;17;1000;4494
2017-01-10;17;1000;4024
2017-01-11;17;1000;7672
2017-01-12;17;1000;3382
2017-01-13;17;1000;5776
2017-01-14;17;1000;3719
2017-01-15;17;1000;9257
2017-01-16;17;1000;5527
2017-01-17;17;1000;4049
2017-01-18;17;1000;7608
2017-01-19;17;1000;6212
2017-01-20;17;1000;2145
2017-01-21;17;1000;6822
2017-01-22;17;1000;6790
2017-01-23;17;1000;7397
2017-01-24;17;1000;7424
2017-01-25;17;1000;5558
2017-01-26;17;1000;5225
2017-01-27;17;1000;5319
2017-01-28;17;1000;9504
2017-01-29;17;1000;2561
2017-01-30;17;1000;6902
2017-01-01;18;1000;8882
2017-01-02;18;1000;2052
2017-01-03;18;1000;6489
2017-01-04;18;1000;3993
2017-01-05;18;1000;6990
2017-01-06;18;1000;3714
2017-01-07;18;1000;9928
2017-01-08;18;1000;6022
2017-01-09;18;1000;8736
2017-01-10;18;1000;7917
2017-01-11;18;1000;8602
2017-01-12;18;1000;7216
2017-01-13;18;1000;2559
2017-01-14;18;1000;2377
2017-01-15;18;1000;8126
2017-01-16;18;1000;5314
2017-01-17;18;1000;9709
2017-01-18;18;1000;9580
2017-01-19;18;1000;1282
2017-01-20;18;1000;7089
2017-01-21;18;1000;6135
2017-01-22;18;1000;2894
2017-01-23;18;1000;6636
2017-01-24;18;1000;3052
2017-01-25;18;1000;8369
2017-01-26;18;1000;7214
2017-01-27;18;1000;2857
2017-01-28;18;1000;2391
2017-01-29;18;1000;4988
2017-01-30;18;1000;5639
2017-01-01;19;1000;6197
2017-01-02;19;1000;5816
2017-01-03;19;1000;7695
2017-01-04;19;1000;2297
2017-01-05;19;1000;1780
2017-01-06;19;1000;2711
2017-01-07;19;1000;6267
2017-01-08;19;1000;6674
2017-01-09;19;1000;2686
2017-01-10;19;1000;8008
2017-01-11;19;1000;8925
2017-01-12;19;1000;3231
2017-01-13;19;1000;3195
2017-01-14;19;1000;6086
2017-01-15;19;1000;4100
2017-01-16;19;1000;2076
2017-01-17;19;1000;3759
2017-01-18;19;1000;8141
2017-01-19;19;1000;3197
2017-01-20;19;1000;2769
2017-01-21;19;1000;8379
2017-01-22;19;1000;1342
2017-01-23;19;1000;1989
2017-01-24;19;1000;8574
2017-01-25;19;1000;9943
2017-01-26;19;1000;2530
2017-01-27;19;1000;1597
2017-01-28;19;1000;5643
2017-01-29;19;1000;4010
2017-01-30;19;1000;4332
2017-01-01;20;1000;3761
2017-01-02;20;1000;9549
2017-01-03;20;1000;8037
2017-01-04;20;1000;3251
2017-01-05;20;1000;5543
2017-01-06;20;1000;1845
2017-01-07;20;1000;7791
2017-01-08;20;1000;7530
2017-01-09;20;1000;3208
2017-01-10;20;1000;2305
2017-01-11;20;1000;3196
2017-01-12;20;1000;5500
2017-01-13;20;1000;3383
2017-01-14;20;1000;9382
2017-01-15;20;1000;9519
2017-01-16;20;1000;1798
2017-01-17;20;1000;6639
2017-01-18;20;1000;9516
2017-01-19;20;1000;5528
2017-01-20;20;1000;1111
2017-01-21;20;1000;5115
2017-01-22;20;1000;5951
2017-01-23;20;1000;8563
2017-01-24;20;1000;9947
2017-01-25;20;1000;7705
2017-01-26;20;1000;7807
2017-01-27;20;1000;4339
2017-01-28;20;1000;1499
2017-01-29;20;1000;1330
2017-01-30;20;1000;5613
2017-01-01;1;2000;1095
2017-01-02;1;2000;5457
2017-01-03;1;2000;9720
2017-01-04;1;2000;1607
2017-01-05;1;2000;3352
2017-01-06;1;2000;7528
2017-01-07;1;2000;1665
2017-01-08;1;2000;9716
2017-01-09;1;2000;9386
2017-01-10;1;2000;3952
2017-01-11;1;2000;4562
2017-01-12;1;2000;4902
2017-01-13;1;2000;6241
2017-01-14;1;2000;1982
2017-01-15;1;2000;9319
2017-01-16;1;2000;6234
2017-01-17;1;2000;7635
2017-01-18;1;2000;5073
2017-01-19;1;2000;7577
2017-01-20;1;2000;4477
2017-01-21;1;2000;9257
2017-01-22;1;2000;7557
2017-01-23;1;2000;3751
2017-01-24;1;2000;5530
2017-01-25;1;2000;6951
2017-01-26;1;2000;3080
2017-01-27;1;2000;7926
2017-01-28;1;2000;5498
2017-01-29;1;2000;2847
2017-01-30;1;2000;5734
2017-01-01;2;2000;6141
2017-01-02;2;2000;4921
2017-01-03;2;2000;6353
2017-01-04;2;2000;9048
2017-01-05;2;2000;2052
2017-01-06;2;2000;8967
2017-01-07;2;2000;2818
2017-01-08;2;2000;2720
2017-01-09;2;2000;3651
2017-01-10;2;2000;6769
2017-01-11;2;2000;1970
2017-01-12;2;2000;2883
2017-01-13;2;2000;9858
2017-01-14;2;2000;5296
2017-01-15;2;2000;1686
2017-01-16;2;2000;8186
2017-01-17;2;2000;7788
2017-01-18;2;2000;3494
2017-01-19;2;2000;9720
2017-01-20;2;2000;8393
2017-01-21;2;2000;5532
2017-01-22;2;2000;5518
2017-01-23;2;2000;3077
2017-01-24;2;2000;7981
2017-01-25;2;2000;6609
2017-01-26;2;2000;3325
2017-01-27;2;2000;3608
2017-01-28;2;2000;8232
2017-01-29;2;2000;3666
2017-01-30;2;2000;9159
2017-01-01;3;2000;8864
2017-01-02;3;2000;3568
2017-01-03;3;2000;7577
2017-01-04;3;2000;7986
2017-01-05;3;2000;3284
2017-01-06;3;2000;7671
2017-01-07;3;2000;5390
2017-01-08;3;2000;8673
2017-01-09;3;2000;6767
2017-01-10;3;2000;9152
2017-01-11;3;2000;5359
2017-01-12;3;2000;4491
2017-01-13;3;2000;2749
2017-01-14;3;2000;6624
2017-01-15;3;2000;1446
2017-01-16;3;2000;1760
2017-01-17;3;2000;8851
2017-01-18;3;2000;4584
2017-01-19;3;2000;5518
2017-01-20;3;2000;3593
2017-01-21;3;2000;6862
2017-01-22;3;2000;8735
2017-01-23;3;2000;1578
2017-01-24;3;2000;5209
2017-01-25;3;2000;3351
2017-01-26;3;2000;4477
2017-01-27;3;2000;3756
2017-01-28;3;2000;3673
2017-01-29;3;2000;7892
2017-01-30;3;2000;8410
2017-01-01;4;2000;8780
2017-01-02;4;2000;2974
2017-01-03;4;2000;3380
2017-01-04;4;2000;1920
2017-01-05;4;2000;7178
2017-01-06;4;2000;4771
2017-01-07;4;2000;6648
2017-01-08;4;2000;7989
2017-01-09;4;2000;8327
2017-01-10;4;2000;1711
2017-01-11;4;2000;4072
2017-01-12;4;2000;8193
2017-01-13;4;2000;9805
2017-01-14;4;2000;4932
2017-01-15;4;2000;4047
2017-01-16;4;2000;4857
2017-01-17;4;2000;8231
2017-01-18;4;2000;4461
2017-01-19;4;2000;6955
2017-01-20;4;2000;7608
2017-01-21;4;2000;1477
2017-01-22;4;2000;7244
2017-01-23;4;2000;2059
2017-01-24;4;2000;9420
2017-01-25;4;2000;7024
2017-01-26;4;2000;5915
2017-01-27;4;2000;1592
2017-01-28;4;2000;2574
2017-01-29;4;2000;9471
2017-01-30;4;2000;2082
2017-01-01;5;2000;6833
2017-01-02;5;2000;5504
2017-01-03;5;2000;8978
2017-01-04;5;2000;3500
2017-01-05;5;2000;9016
2017-01-06;5;2000;9515
2017-01-07;5;2000;2831
2017-01-08;5;2000;5163
2017-01-09;5;2000;4213
2017-01-10;5;2000;9221
2017-01-11;5;2000;7465
2017-01-12;5;2000;7939
2017-01-13;5;2000;4825
2017-01-14;5;2000;3666
2017-01-15;5;2000;8486
2017-01-16;5;2000;9514
2017-01-17;5;2000;3092
2017-01-18;5;2000;8802
2017-01-19;5;2000;7665
2017-01-20;5;2000;8680
2017-01-21;5;2000;3925
2017-01-22;5;2000;6398
2017-01-23;5;2000;2426
2017-01-24;5;2000;4426
2017-01-25;5;2000;7511
2017-01-26;5;2000;6344
2017-01-27;5;2000;3162
2017-01-28;5;2000;7842
2017-01-29;5;2000;4311
2017-01-30;5;2000;2354
2017-01-01;6;2000;7125
2017-01-02;6;2000;4024
2017-01-03;6;2000;2967
2017-01-04;6;2000;1300
2017-01-05;6;2000;1339
2017-01-06;6;2000;3559
2017-01-07;6;2000;2832
2017-01-08;6;2000;1147
2017-01-09;6;2000;8402
2017-01-10;6;2000;4855
2017-01-11;6;2000;8210
2017-01-12;6;2000;9914
2017-01-13;6;2000;2910
2017-01-14;6;2000;2775
2017-01-15;6;2000;7522
2017-01-16;6;2000;6149
2017-01-17;6;2000;6771
2017-01-18;6;2000;3007
2017-01-19;6;2000;1748
2017-01-20;6;2000;4117
2017-01-21;6;2000;9468
2017-01-22;6;2000;1390
2017-01-23;6;2000;7961
2017-01-24;6;2000;3782
2017-01-25;6;2000;9645
2017-01-26;6;2000;6280
2017-01-27;6;2000;6676
2017-01-28;6;2000;8434
2017-01-29;6;2000;1447
2017-01-30;6;2000;4905
2017-01-01;7;2000;9238
2017-01-02;7;2000;7557
2017-01-03;7;2000;4270
2017-01-04;7;2000;5177
2017-01-05;7;2000;6807
2017-01-06;7;2000;7276
2017-01-07;7;2000;2936
2017-01-08;7;2000;7123
2017-01-09;7;2000;6235
2017-01-10;7;2000;9467
2017-01-11;7;2000;1905
2017-01-12;7;2000;8392
2017-01-13;7;2000;7056
2017-01-14;7;2000;8240
2017-01-15;7;2000;4797
2017-01-16;7;2000;4429
2017-01-17;7;2000;4238
2017-01-18;7;2000;2740
2017-01-19;7;2000;6499
2017-01-20;7;2000;3975
2017-01-21;7;2000;4137
2017-01-22;7;2000;2274
2017-01-23;7;2000;8829
2017-01-24;7;2000;2714
2017-01-25;7;2000;3189
2017-01-26;7;2000;6731
2017-01-27;7;2000;1182
2017-01-28;7;2000;6286
2017-01-29;7;2000;7121
2017-01-30;7;2000;7328
2017-01-01;8;2000;2165
2017-01-02;8;2000;9718
2017-01-03;8;2000;7931
2017-01-04;8;2000;9905
2017-01-05;8;2000;1084
2017-01-06;8;2000;7397
2017-01-07;8;2000;3926
2017-01-08;8;2000;5739
2017-01-09;8;2000;6170
2017-01-10;8;2000;8837
2017-01-11;8;2000;2247
2017-01-12;8;2000;4149
2017-01-13;8;2000;9060
2017-01-14;8;2000;7834
2017-01-15;8;2000;8098
2017-01-16;8;2000;1046
2017-01-17;8;2000;6598
2017-01-18;8;2000;7039
2017-01-19;8;2000;3740
2017-01-20;8;2000;1585
2017-01-21;8;2000;9609
2017-01-22;8;2000;6161
2017-01-23;8;2000;3863
2017-01-24;8;2000;3884
2017-01-25;8;2000;1788
2017-01-26;8;2000;3896
2017-01-27;8;2000;9534
2017-01-28;8;2000;1036
2017-01-29;8;2000;5571
2017-01-30;8;2000;4881
2017-01-01;9;2000;3265
2017-01-02;9;2000;5818
2017-01-03;9;2000;3865
2017-01-04;9;2000;6534
2017-01-05;9;2000;9252
2017-01-06;9;2000;7773
2017-01-07;9;2000;9913
2017-01-08;9;2000;9805
2017-01-09;9;2000;4555
2017-01-10;9;2000;6989
2017-01-11;9;2000;3557
2017-01-12;9;2000;7603
2017-01-13;9;2000;5365
2017-01-14;9;2000;6009
2017-01-15;9;2000;4780
2017-01-16;9;2000;3659
2017-01-17;9;2000;8440
2017-01-18;9;2000;4473
2017-01-19;9;2000;3538
2017-01-20;9;2000;3893
2017-01-21;9;2000;9712
2017-01-22;9;2000;2106
2017-01-23;9;2000;9267
2017-01-24;9;2000;5526
2017-01-25;9;2000;5203
2017-01-26;9;2000;3234
2017-01-27;9;2000;5666
2017-01-28;9;2000;4448
2017-01-29;9;2000;1190
2017-01-30;9;2000;8861
2017-01-01;10;2000;2540
2017-01-02;10;2000;5636
2017-01-03;10;2000;3302
2017-01-04;10;2000;7947
2017-01-05;10;2000;2999
2017-01-06;10;2000;8487
2017-01-07;10;2000;4951
2017-01-08;10;2000;9108
2017-01-09;10;2000;1378
2017-01-10;10;2000;2639
2017-01-11;10;2000;5508
2017-01-12;10;2000;6102
2017-01-13;10;2000;4206
2017-01-14;10;2000;3943
2017-01-15;10;2000;9744
2017-01-16;10;2000;5312
2017-01-17;10;2000;9535
2017-01-18;10;2000;7661
2017-01-19;10;2000;9085
2017-01-20;10;2000;2644
2017-01-21;10;2000;4517
2017-01-22;10;2000;8398
2017-01-23;10;2000;6451
2017-01-24;10;2000;5844
2017-01-25;10;2000;6310
2017-01-26;10;2000;7251
2017-01-27;10;2000;2805
2017-01-28;10;2000;5255
2017-01-29;10;2000;6502
2017-01-30;10;2000;6686
2017-01-01;11;2000;5760
2017-01-02;11;2000;5978
2017-01-03;11;2000;3852
2017-01-04;11;2000;3201
2017-01-05;11;2000;4850
2017-01-06;11;2000;7321
2017-01-07;11;2000;5325
2017-01-08;11;2000;7450
2017-01-09;11;2000;2425
2017-01-10;11;2000;8170
2017-01-11;11;2000;8933
2017-01-12;11;2000;1814
2017-01-13;11;2000;6681
2017-01-14;11;2000;1515
2017-01-15;11;2000;3669
2017-01-16;11;2000;5209
2017-01-17;11;2000;6852
2017-01-18;11;2000;3048
2017-01-19;11;2000;2975
2017-01-20;11;2000;6604
2017-01-21;11;2000;8102
2017-01-22;11;2000;1601
2017-01-23;11;2000;4522
2017-01-24;11;2000;1779
2017-01-25;11;2000;3078
2017-01-26;11;2000;3824
2017-01-27;11;2000;9860
2017-01-28;11;2000;3972
2017-01-29;11;2000;9404
